REG ID,ID,BDATE,DATA TYPE,BREED,gINB,gEFI,Test Type,CDCB,SIRE REG,SIRE NAAB,SIRE NAME,DAM REG,DAM ID,MGS REG,MGS NAAB,MGS Name,RPRO,Age In Months,LACT,DIM,AY BBR,BS BBR,GU BBR,HO BBR,JE BBR,Dead/Sold,NET MERIT,TPI,CHEESE MERIT,FLUID MERIT,GRAZING MERIT,MILK,JPI,FAT,PROTEIN,FAT PERCENT,PROTEIN PERCENT,PRODUCTIVE LIFE,EFH REL,EFC REL,FEED EFFICIENCY,RFI,DAUGHTER PREGNANCY RATE,HEIFER CONCEPTION RATE,COW CONCEPTION RATE,FERTILITY INDEX,DAUGHTER CALVING EASE,SIRE CALVING EASE,DAUGHTER STILLBIRTH,SIRE STILLBIRTH,HEALTH INDEX,HEIFER LIVABILITY,LIVABILITY,EARLY FIRST CALVING,SOMATIC CELL SCORE,MASTITITS,METRITIS,DISPLACED ABOMASUM,MILK FEVER,RETAINED PLACENTA,KETOSIS,BDE,DFM,FLS,FTA,FTP,FUA,PTAT,RLR,RLS,RPA,RTP,RUH,RUW,STA,STR,TLG,TRW,UCL,UDP,UDC,FLC,JUI,AH1_GV,AH2_GV,Arachnomelia BS_GV,Arachnomelia SM_GV,BCN AB_GV,BCN A2_GV,BH2_GV,BLAD_GV,BLG BetaLacto Globulin_GV,Brachyspina_GV,Citrullinemia_GV,CVM_GV,JH1_GV,DGAT_GV,Dominant Red_GV,DUMPS_GV,Factor XI_GV,FMO3_GV,HCD_GV,HH1_GV,HH3_GV,GART/HH4_GV,HH5 *_GV,SDE2/HH6_GV,KCN AB_GV,KCN AE_GV,KCN Haplotype_GV,MW_GV,Red Factor_GV,SDM_GV,Slick_GV,SMA_GV,Weaver_GV,AH1,AH2,AHC,BH1,BH2,BHD,BHM,BHP,BHW,HBR,HCD,HDR,HH0,HH1,HH2,HH3,HH4,HH5,HH6,HHB,HHC,HHD,HHM,HHP,HHR,HMW,HRR,JH1,JH1_PC,JH2,JH2_PC,JHP,JHP_PC,JNS,JNS_PC,ECOFEED LIFE,RCI,DOI,ECOFEED HEIFER,MILKING SPEED,OOC,ECOFEED COW,EMS,VEI,ECO2FEED,BT,VEA,Eco$
1519,1519,2025-06-29,Pedigree,HO,11.5,,CDCB,,,,,,1263.0,,777HO12374,,,5,0,,,,,,,N,408,2874,423,377,388,508,2874,42,23,0.08,0.03,2.31,,,112,29.99,-0.2,1.29,0.68,0.54,1.96,1.95,4.38,5.19,,0.2,0.27,2.08,2.91,1.43,0.63,0.29,0.03,0.01,0.66,-0.11,-0.05,0.14,0.1,0.14,0.32,0.31,0.28,0.06,0.19,0.43,0.38,0.54,-0.12,0.06,-0.27,0.51,0.28,0.26,0.37,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,4.6,4.6,86,7.2,15.2,87,4.3,3.5,,6.8,4.1,597
1520,1520,2025-06-29,Pedigree,HO,11.5,,CDCB,,HO840003252198122,011HO16741,Peak Altamuller-ET,,965.0,,,,,5,0,,,,,,,N,595,3069,620,536,582,460,3069,58,29,0.15,0.06,3.67,,,157,-6.5,0.7,1.4,1.96,1.4,1.5,1.45,3.95,4.5,,0.27,0.96,1.85,2.82,1.92,1.72,-0.06,0.0,0.33,0.44,-0.2,-0.1,0.46,0.32,-0.03,0.68,0.55,0.49,0.06,0.47,-0.31,0.46,0.69,0.04,0.06,-0.37,0.19,-0.41,0.38,0.39,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,3.7,3.8,72,5.6,12.4,72,3.4,3.0,,5.6,3.4,480
1521,1521,2025-07-07,Pedigree,HO,11.5,,CDCB,,,,,,1301.0,HO840003205436197,001HO15476,Playback,,4,0,,,,,,,N,546,2949,563,508,525,658,2949,48,29,0.08,0.03,2.93,,,151,-33.51,-0.23,1.54,0.53,0.54,1.88,1.88,4.25,5.17,,0.47,1.09,2.56,2.85,1.43,0.58,0.24,-0.05,0.01,0.41,-0.18,0.29,0.22,0.22,-0.04,0.14,0.28,0.11,-0.05,0.26,-0.09,0.27,0.36,0.02,-0.21,0.09,0.04,-0.1,0.08,0.13,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,4.5,4.6,85,7.1,15.2,86,4.3,3.5,,6.7,4.1,586
1522,1522,2025-07-07,Pedigree,HO,8.72,,CDCB,,HONLD000933138335,097HO40731,Jhs Snowrush,,1083.0,HOCAN000103974928,250HO00897,Zerox,,4,0,,,,,,,N,-255,2143,-268,-221,-271,-57,2143,-28,-13,-0.1,-0.04,-1.31,,,-72,-25.25,-0.8,-1.2,-2.0,-1.28,2.63,1.98,6.38,4.6,,0.48,-0.4,-0.6,2.88,0.36,-0.56,0.0,-0.03,0.14,0.07,-0.28,-0.36,0.23,1.07,-0.19,-0.85,-0.46,0.41,-0.95,0.97,0.14,-0.65,-0.72,0.54,-0.22,0.85,-0.68,0.05,-0.15,-0.71,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2.6,2.8,56,3.9,8.9,54,2.3,2.3,,4.1,2.4,220
1523,1523,2025-07-08,Pedigree,HO,13.27,,CDCB,,HO840003219939682,001HO15839,Peak Lincoln-ET,,868.0,HO840003123886035,007HO13250,Jedi,,4,0,,,,,,,N,397,2775,404,385,391,840,2775,23,27,-0.04,0.0,2.66,,,96,24.0,0.4,0.92,1.8,1.37,1.6,1.45,3.67,3.92,,0.38,1.41,3.95,2.84,1.26,0.69,-0.08,-0.03,0.06,0.17,-0.64,-0.23,-0.79,-0.17,-0.71,-0.17,-0.44,-1.04,-1.08,0.59,-0.66,-0.47,-0.36,-0.26,-0.55,0.47,-0.66,-0.55,0.08,-0.32,-0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2.7,3.2,59,3.9,10.2,59,2.5,2.6,,4.8,2.9,403
1524,1524,2025-07-08,Pedigree,HO,13.27,,CDCB,,HO840003219939682,001HO15839,Peak Lincoln-ET,,868.0,HO840003123886035,007HO13250,Jedi,,4,0,,,,,,,N,397,2775,404,385,391,840,2775,23,27,-0.04,0.0,2.66,,,96,24.0,0.4,0.92,1.8,1.37,1.6,1.45,3.67,3.92,,0.38,1.41,3.95,2.84,1.26,0.69,-0.08,-0.03,0.06,0.17,-0.64,-0.23,-0.79,-0.17,-0.71,-0.17,-0.44,-1.04,-1.08,0.59,-0.66,-0.47,-0.36,-0.26,-0.55,0.47,-0.66,-0.55,0.08,-0.32,-0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2.7,3.2,59,3.9,10.2,59,2.5,2.6,,4.8,2.9,403
1525,1525,2025-07-09,Pedigree,HO,11.5,,CDCB,,,,,,1296.0,HO840003205436197,001HO15476,Playback,,4,0,,,,,,,N,546,2949,563,508,525,658,2949,48,29,0.08,0.03,2.93,,,151,-33.51,-0.23,1.54,0.53,0.54,1.88,1.88,4.25,5.17,,0.47,1.09,2.56,2.85,1.43,0.58,0.24,-0.05,0.01,0.41,-0.18,0.29,0.22,0.22,-0.04,0.14,0.28,0.11,-0.05,0.26,-0.09,0.27,0.36,0.02,-0.21,0.09,0.04,-0.1,0.08,0.13,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,4.5,4.6,85,7.1,15.2,86,4.3,3.5,,6.7,4.1,586
1526,1526,2025-07-09,Pedigree,HO,11.5,,CDCB,,,,,,1292.0,HO840003224437469,799HO00045,Dynasty,,4,0,,,,,,,N,470,2939,489,429,458,464,2939,53,25,0.13,0.04,2.21,,,142,23.74,-0.17,1.07,0.71,0.52,2.06,1.88,4.58,5.22,,0.35,-0.31,1.98,2.9,1.03,0.66,0.17,0.0,0.01,0.39,0.07,0.46,0.3,0.1,0.38,0.55,0.56,0.37,0.28,-0.06,0.32,0.47,0.65,0.03,0.05,-0.24,0.44,0.11,0.18,0.41,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,4.5,4.5,85,7.1,15.1,86,4.3,3.5,,6.8,4.1,575
1527,1527,2025-07-10,Pedigree,HO,11.5,,CDCB,,HO840003247843097,001HO16300,Adaway Peak Tiptop-ET,,1128.0,,,,,4,0,,,,,,,N,643,3050,666,589,652,702,3050,57,36,0.1,0.05,2.67,,,191,-86.0,0.4,2.0,1.71,1.29,1.5,1.5,3.65,4.45,,0.47,1.06,2.4,2.9,1.22,0.67,0.14,0.0,-0.33,0.04,-0.34,0.56,-0.09,0.03,0.59,0.51,0.27,-0.43,0.36,0.46,0.42,0.46,0.53,0.21,-0.45,-1.0,0.23,0.06,0.35,0.34,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,3.8,3.8,72,5.7,12.4,72,3.4,3.0,,5.6,3.4,497
1528,1528,2025-07-10,Pedigree,HO,11.5,,CDCB,,HO840003247843097,001HO16300,Adaway Peak Tiptop-ET,,9866.0,,,,,4,0,,,,,,,N,643,3050,666,589,652,702,3050,57,36,0.1,0.05,2.67,,,191,-86.0,0.4,2.0,1.71,1.29,1.5,1.5,3.65,4.45,,0.47,1.06,2.4,2.9,1.22,0.67,0.14,0.0,-0.33,0.04,-0.34,0.56,-0.09,0.03,0.59,0.51,0.27,-0.43,0.36,0.46,0.42,0.46,0.53,0.21,-0.45,-1.0,0.23,0.06,0.35,0.34,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,3.8,3.8,72,5.7,12.4,72,3.4,3.0,,5.6,3.4,497
1529,1529,2025-07-11,Pedigree,HO,11.5,,CDCB,,HO840003219939682,001HO15839,Peak Lincoln-ET,,1114.0,,,,,4,0,,,,,,,N,476,2843,487,450,471,604,2843,39,24,0.06,0.01,2.57,,,124,40.99,0.3,1.79,1.41,1.29,1.75,1.6,3.85,4.39,,0.32,1.46,4.25,2.83,1.57,0.67,0.04,0.0,-0.03,0.04,-0.78,-0.12,-0.47,-0.38,-0.55,-0.21,-0.4,-0.71,-0.17,0.59,-0.59,-0.4,-0.32,-0.46,-0.78,0.29,-0.41,-0.72,-0.14,-0.31,-0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,3.6,3.8,72,5.5,12.5,73,3.4,3.0,,5.8,3.4,482
153,153,2020-03-28,Pedigree,HO,9.11,,CDCB,,,,,,,,,,,68,0,,,,,,,N,46,2401,47,45,41,30,2401,0,1,0.0,0.0,0.32,,,7,1.14,-0.17,-0.13,-0.17,-0.11,2.23,2.1,5.26,5.8,,0.25,0.3,0.38,3.0,0.01,-0.05,-0.02,0.0,0.01,-0.01,-0.36,-0.42,-0.38,-0.44,-0.24,-0.63,-0.55,-0.49,0.1,0.03,-0.22,-0.74,-0.74,-0.48,-0.31,-0.01,-0.33,-0.34,-0.48,-0.57,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4.7,4.9,99,7.3,16.1,100,4.4,4.0,,7.7,4.6,239
1530,1530,2025-07-14,Pedigree,HO,11.5,,CDCB,,HO840003247843097,001HO16300,Adaway Peak Tiptop-ET,,943.0,,,,,4,0,,,,,,,N,643,3050,666,589,652,702,3050,57,36,0.1,0.05,2.67,,,191,-86.0,0.4,2.0,1.71,1.29,1.5,1.5,3.65,4.45,,0.47,1.06,2.4,2.9,1.22,0.67,0.14,0.0,-0.33,0.04,-0.34,0.56,-0.09,0.03,0.59,0.51,0.27,-0.43,0.36,0.46,0.42,0.46,0.53,0.21,-0.45,-1.0,0.23,0.06,0.35,0.34,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,3.8,3.8,72,5.7,12.4,72,3.4,3.0,,5.6,3.4,497
1531,1531,2025-07-14,Pedigree,HO,10.97,,CDCB,,HO840003247843097,001HO16300,Adaway Peak Tiptop-ET,,1143.0,HO840003205436541,734HO00118,Main Stage,,4,0,,,,,,,N,652,3053,669,612,656,1047,3053,53,42,0.04,0.03,2.46,,,200,-126.5,-0.17,2.02,1.08,0.92,1.3,1.27,3.27,3.8,,0.43,0.81,3.4,2.91,0.76,0.91,0.02,-0.03,-0.19,0.2,-0.16,0.98,-0.27,0.02,1.08,0.57,0.37,-0.71,0.25,0.56,0.94,0.56,0.82,0.41,-0.42,-1.14,0.42,0.4,0.36,0.47,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,2.9,3.0,59,4.1,9.6,58,2.5,2.4,,4.4,2.7,383
1532,1532,2025-07-15,Pedigree,HO,11.5,,CDCB,,,,,,1308.0,HO840003224437469,799HO00045,Dynasty,,4,0,,,,,,,N,470,2939,489,429,458,464,2939,53,25,0.13,0.04,2.21,,,142,23.74,-0.17,1.07,0.71,0.52,2.06,1.88,4.58,5.22,,0.35,-0.31,1.98,2.9,1.03,0.66,0.17,0.0,0.01,0.39,0.07,0.46,0.3,0.1,0.38,0.55,0.56,0.37,0.28,-0.06,0.32,0.47,0.65,0.03,0.05,-0.24,0.44,0.11,0.18,0.41,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,4.5,4.5,85,7.1,15.1,86,4.3,3.5,,6.8,4.1,575
1533,1533,2025-07-17,Pedigree,HO,10.53,,CDCB,,HO840003247843097,001HO16300,Adaway Peak Tiptop-ET,,425.0,,501HO11665,,,4,0,,,,,,,N,593,2965,610,555,586,790,2965,46,34,0.05,0.03,2.96,,,168,-75.5,0.03,1.5,1.15,0.8,1.38,1.4,3.73,4.0,,0.86,1.73,1.73,2.9,1.03,0.91,0.22,0.05,-0.16,0.07,-0.65,0.16,-0.42,0.32,0.36,0.49,0.01,-0.5,-1.24,0.71,0.21,0.46,0.45,-0.24,-0.58,-1.27,-0.39,-0.14,0.31,0.36,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,2.9,3.0,58,4.1,9.6,58,2.5,2.4,,4.3,2.7,388
1534,1534,2025-07-18,Pedigree,HO,11.42,,CDCB,,HO840003247843097,001HO16300,Adaway Peak Tiptop-ET,,1158.0,HO840003212150520,001HO15697,Rollout,,4,0,,,,,,,N,647,3061,666,605,653,840,3061,55,36,0.08,0.04,2.76,,,191,-103.5,0.15,2.2,1.48,1.12,1.43,1.3,3.35,3.9,,0.51,1.05,2.33,2.88,1.01,0.83,0.25,-0.05,-0.39,0.24,-0.59,0.33,-0.09,0.26,0.56,0.76,0.3,-0.34,-0.24,0.56,0.35,0.81,0.65,0.17,-0.57,-1.12,0.13,0.09,0.68,0.59,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,2.9,3.0,59,4.1,9.4,58,2.5,2.4,,4.4,2.7,395
1535,1535,2025-07-18,Pedigree,HO,12.23,,CDCB,,HO840003250026029,777HO12817,Progenesis Vibes-ET,,1124.0,HO840003201522527,029HO19809,Decatur,,4,0,,,,,,,N,537,2950,551,504,523,715,2950,46,30,0.07,0.02,3.26,,,141,74.25,0.47,2.4,1.4,1.45,2.05,1.43,3.52,3.72,,0.46,1.43,4.38,2.9,1.21,0.46,0.27,-0.05,-0.11,0.52,-0.76,-0.15,-0.47,0.1,-0.42,0.27,-0.19,-0.47,-0.55,0.44,-0.32,0.33,0.22,-0.59,-0.6,-0.04,-0.29,-0.5,0.07,0.24,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2.8,3.0,59,4.1,9.4,59,2.5,2.4,,4.5,2.7,381
1536,1536,2025-07-18,Pedigree,HO,11.33,,CDCB,,HO840003247843097,001HO16300,Adaway Peak Tiptop-ET,,914.0,HOUSA000071703339,007HO12165,Montross,,4,0,,,,,,,N,528,2941,541,496,535,907,2941,44,36,0.03,0.03,1.89,,,169,-97.25,0.0,1.17,0.95,0.7,1.43,1.35,3.75,3.87,,0.51,0.51,1.8,3.01,-0.34,0.46,-0.08,0.03,-0.29,-0.1,-0.19,0.73,-0.18,0.07,0.52,0.46,0.26,-0.54,-0.28,0.7,0.34,0.78,0.93,0.03,-0.25,-1.0,0.01,0.07,-0.02,0.47,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,2.9,3.1,59,4.1,9.9,58,2.5,2.5,,4.3,2.6,396
1537,1537,2025-07-21,Pedigree,HO,10.41,,CDCB,,HO840003227859363,014HO16255,Pen-Col Game Playmaker-ET,,1294.0,HO840003205436541,734HO00118,Main Stage,,4,0,,,,,,,N,649,3025,666,611,626,1028,3025,50,40,0.03,0.03,3.21,,,191,-28.0,-0.82,0.62,0.13,0.17,2.1,1.57,3.98,4.15,,0.68,0.91,3.75,2.81,1.66,1.21,0.22,-0.03,0.31,0.45,-0.45,1.12,-0.44,-0.47,0.86,0.28,0.21,-0.88,0.42,-0.24,0.89,0.79,1.19,-0.32,-0.78,-0.82,0.08,0.38,-0.23,0.59,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2.9,3.0,59,4.2,9.5,59,2.6,2.4,,4.5,2.7,365
1539,1539,2025-07-21,Pedigree,HO,10.75,,CDCB,,HO840003227859363,014HO16255,Pen-Col Game Playmaker-ET,,1307.0,HO840003205436197,001HO15476,Playback,,4,0,,,,,,,N,702,3106,727,648,679,826,3106,56,38,0.08,0.04,4.01,,,193,-14.0,-0.17,1.55,0.88,0.8,2.08,1.68,3.9,4.27,,0.86,1.53,3.5,2.75,2.51,0.91,0.5,-0.05,0.14,0.42,-0.54,0.77,0.05,-0.02,0.33,0.34,0.34,-0.23,0.26,-0.15,0.27,0.86,1.01,-0.28,-0.73,-0.41,-0.16,0.09,-0.02,0.55,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2.9,3.0,59,4.2,9.4,59,2.6,2.4,,4.4,2.7,379
154,154,2020-01-05,Pedigree,HO,9.11,,CDCB,,HOUSA000073953407,011HO11742,Bomaz Altagold-ET,,,,,,,70,0,,,,,,,N,-35,2357,-34,-36,-26,-413,2357,-6,-12,0.04,0.01,0.01,,,-30,-16.43,0.77,0.28,0.32,0.29,1.81,1.8,4.43,5.05,,0.53,1.15,-1.66,2.96,-0.49,0.72,-0.06,0.15,0.41,0.29,-0.35,-0.7,-0.21,-0.05,0.33,-0.23,-0.47,-0.1,0.48,0.3,0.35,-0.41,-0.55,-0.26,-0.21,-1.04,-0.56,0.09,0.07,-0.24,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,3.4,3.6,72,5.0,11.5,72,3.0,2.9,,5.4,3.3,265
1540,1540,2025-07-23,Pedigree,HO,10.41,,CDCB,,HO840003227859363,014HO16255,Pen-Col Game Playmaker-ET,,1295.0,HO840003205436541,734HO00118,Main Stage,,4,0,,,,,,,N,649,3025,666,611,626,1028,3025,50,40,0.03,0.03,3.21,,,191,-28.0,-0.82,0.62,0.13,0.17,2.1,1.57,3.98,4.15,,0.68,0.91,3.75,2.81,1.66,1.21,0.22,-0.03,0.31,0.45,-0.45,1.12,-0.44,-0.47,0.86,0.28,0.21,-0.88,0.42,-0.24,0.89,0.79,1.19,-0.32,-0.78,-0.82,0.08,0.38,-0.23,0.59,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2.9,3.0,59,4.2,9.5,59,2.6,2.4,,4.5,2.7,365
1541,1541,2025-07-24,Pedigree,HO,10.68,,CDCB,,HO840003227859363,014HO16255,Pen-Col Game Playmaker-ET,,1300.0,HO840003215425397,734HO00133,Matteo,,4,0,,,,,,,N,643,3056,670,584,635,581,3056,57,34,0.13,0.06,3.16,,,189,0.75,-0.1,0.65,1.0,0.65,2.05,1.57,4.05,4.2,,0.51,1.13,2.18,2.85,1.78,1.36,0.22,0.03,0.36,0.22,-0.58,0.83,-0.17,-0.27,0.46,0.62,0.34,-0.53,0.15,0.06,0.34,1.02,1.24,-0.45,-0.81,-0.86,-0.06,-0.01,-0.07,0.73,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2.9,3.0,59,4.2,9.5,59,2.6,2.4,,4.5,2.7,370
1542,1542,2025-07-25,Pedigree,HO,11.5,,CDCB,,HO840003247843097,001HO16300,Adaway Peak Tiptop-ET,,9863.0,,,,,4,0,,,,,,,N,643,3050,666,589,652,702,3050,57,36,0.1,0.05,2.67,,,191,-86.0,0.4,2.0,1.71,1.29,1.5,1.5,3.65,4.45,,0.47,1.06,2.4,2.9,1.22,0.67,0.14,0.0,-0.33,0.04,-0.34,0.56,-0.09,0.03,0.59,0.51,0.27,-0.43,0.36,0.46,0.42,0.46,0.53,0.21,-0.45,-1.0,0.23,0.06,0.35,0.34,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,3.8,3.8,72,5.7,12.4,72,3.4,3.0,,5.6,3.4,497
1543,1543,2025-08-05,Pedigree,HO,11.5,,CDCB,,HO840003238808326,001HO16237,Peak Megapoint-ET,,946.0,,,,,3,0,,,,,,,N,617,2978,624,603,598,721,2978,50,23,0.07,0.0,4.02,,,149,-15.01,0.35,0.8,1.6,1.09,2.0,1.65,4.35,4.5,,0.41,2.31,2.35,2.73,2.82,1.32,0.14,-0.05,0.53,0.44,-1.02,-0.34,-0.29,-0.18,-0.03,0.45,-0.12,-0.46,-0.42,0.76,-0.23,0.04,0.28,-0.89,-0.78,-1.06,-0.25,-0.22,0.32,0.31,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,3.7,3.8,72,5.6,12.2,72,3.4,3.0,,5.6,3.4,480
1544,1544,2025-08-07,Pedigree,HO,11.06,,CDCB,,HO840003250026029,777HO12817,Progenesis Vibes-ET,,1088.0,HO840003205251510,009HO15055,Exceed,,3,0,,,,,,,N,545,2974,565,502,527,598,2974,51,28,0.1,0.03,3.08,,,149,39.75,0.13,2.15,0.98,1.15,2.1,1.52,3.95,3.8,,0.53,1.03,4.85,2.8,1.24,0.66,0.15,0.0,0.06,0.32,-0.64,-0.12,-0.27,-0.07,-0.39,0.56,0.05,-0.35,-0.3,0.53,-0.41,0.54,0.1,-0.28,-0.49,-0.3,-0.13,-0.37,0.51,0.35,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2.9,3.1,60,4.2,9.7,59,2.6,2.4,,4.5,2.7,410
1545,1545,2025-08-12,Pedigree,HO,11.5,,CDCB,,HO840003238168541,007HO16281,Ocd Expectant Final-ET,,1038.0,,,,,3,0,,,,,,,N,516,2912,522,501,515,586,2912,44,21,0.07,0.01,3.02,,,130,-6.0,0.7,2.29,1.91,1.54,1.96,1.75,4.3,4.75,,0.77,1.96,2.46,2.9,1.67,0.57,0.1,0.0,-0.03,-0.11,-0.7,0.1,-0.44,-0.35,0.16,0.53,0.03,-0.52,-0.39,-0.39,0.17,0.46,0.14,-0.21,-0.56,-0.41,-0.04,0.15,0.55,0.42,-0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,3.7,3.7,73,5.6,12.0,74,3.4,3.0,,5.8,3.5,508
1546,1546,2025-08-18,Pedigree,HO,10.71,,CDCB,,HO840003213129578,551HO05197,Stgen Solstice Jaxon-P-ET,,1306.0,HO840003219939682,001HO15839,Lincoln,,3,0,,,,,,,N,549,2884,558,529,571,412,2884,25,17,0.03,0.01,4.38,,,107,-39.0,2.25,3.45,3.75,3.2,1.43,1.45,3.48,3.95,,0.51,3.78,4.38,2.87,2.04,0.79,0.37,0.0,-0.06,0.72,-1.12,-0.05,-0.55,-0.55,-0.14,-0.34,-0.45,-0.95,-0.02,0.54,-0.17,-0.29,-0.12,-1.01,-1.21,-0.44,-0.45,-0.31,-0.26,-0.1,-0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,3.5,3.7,61,4.8,12.7,65,2.9,2.8,,4.5,2.8,549
1547,1547,2025-08-19,Pedigree,HO,10.94,,CDCB,,HO840003132350683,551HO03797,Delicious H-Noon Tampa-ET,,1258.0,HO840003219939682,001HO15839,Lincoln,,3,0,,,,,,,N,592,3006,596,585,610,1291,3006,40,40,-0.04,-0.01,3.19,,,161,0.0,1.15,3.45,2.65,2.25,1.68,1.35,3.77,4.05,,0.31,1.43,3.93,2.91,0.69,0.39,0.07,-0.2,-0.16,0.67,-0.95,0.05,0.04,-0.23,-0.35,0.09,-0.16,0.02,0.48,-0.3,-0.57,-0.09,0.1,-0.36,-0.95,-0.77,-0.36,-0.21,0.31,0.02,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3.0,3.4,60,4.4,9.5,60,2.8,2.7,,4.9,3.3,618
1548,1548,2025-08-26,Pedigree,HO,12.74,,CDCB,,HO840003209481391,007HO15937,Sandy-Valley Esquire-ET,,904.0,HO840003123886035,007HO13250,Jedi,,3,0,,,,,,,N,441,2927,449,427,413,1298,2927,22,41,-0.11,0.0,3.66,,,113,-26.5,0.0,-0.88,1.5,0.47,1.65,1.65,3.67,4.42,,0.43,0.35,-0.55,2.83,0.81,0.64,-0.08,-0.07,-0.04,0.57,0.27,0.7,0.25,0.47,0.11,0.54,0.78,0.29,-0.94,0.01,0.34,0.49,0.81,0.6,0.33,0.22,-0.07,0.67,0.65,0.48,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,2.7,3.1,58,4.0,9.8,58,2.5,2.5,,4.5,2.8,368
